Symbiodinium52236	K00738
Symbiodinium6024	K08576
Symbiodinium19701	K07305
Symbiodinium31037	K12193
Symbiodinium51173	K10455
Symbiodinium42917	K21867
Symbiodinium36002	K22204
Symbiodinium8883	K00921
Symbiodinium47215	K14572
Symbiodinium23901	K00235
Symbiodinium54886	K01001
Symbiodinium34795	K04950
Symbiodinium13863	K18740
Symbiodinium20375	K11209
Symbiodinium38674	K12184
Symbiodinium35894	K01054
Symbiodinium27359	K02923
Symbiodinium6854	K17255
Symbiodinium45892	K08805
Symbiodinium16154	K10770
Symbiodinium36492	K01866
Symbiodinium46114	K00476
Symbiodinium29251	K25532
Symbiodinium35354	K22754
Symbiodinium46621	K21805
Symbiodinium19950	K03164
Symbiodinium36750	K05592
Symbiodinium45899	K11729
Symbiodinium38113	K19755
Symbiodinium52610	K22614
Symbiodinium9569	K00914
Symbiodinium42078	K03327
Symbiodinium55888	K03453
Symbiodinium8140	K01768
Symbiodinium38374	K01414
Symbiodinium42091	K01462
Symbiodinium14807	K03579
Symbiodinium32827	K06677
Symbiodinium57142	K19026
Symbiodinium48792	K17943
Symbiodinium19844	K07763
Symbiodinium51293	K12585
Symbiodinium12203	K06180
Symbiodinium54425	K10260
Symbiodinium57361	K13525
Symbiodinium43974	K04909
Symbiodinium13067	K24758
Symbiodinium23859	K17535
Symbiodinium42589	K22763
Symbiodinium39699	K04955
Symbiodinium39792	K07565
Symbiodinium57323	K12460
Symbiodinium23208	K12472
Symbiodinium26010	K02156
Symbiodinium55701	K01056
Symbiodinium52681	K08994
Symbiodinium53320	K25805
Symbiodinium48922	K07393
Symbiodinium38751	K06158
Symbiodinium38601	K22372
Symbiodinium53414	K10457
Symbiodinium38507	K14540
Symbiodinium29776	K13412
Symbiodinium44138	K00845
Symbiodinium5251	K09667
Symbiodinium17990	K02471
Symbiodinium27277	K04730
Symbiodinium43922	K01210
Symbiodinium35890	K01537
Symbiodinium7177	K07874
Symbiodinium32959	K16474
Symbiodinium49382	K07893
Symbiodinium42346	K17508
Symbiodinium36086	K16302
Symbiodinium9129	K10392
Symbiodinium38670	K04908
Symbiodinium34856	K06901
Symbiodinium31970	K07893
Symbiodinium25464	K06179
Symbiodinium43182	K14996
Symbiodinium50118	K00486
Symbiodinium48583	K13412
Symbiodinium38143	K01522
Symbiodinium19996	K18328
Symbiodinium36255	K02202
Symbiodinium47421	K10860
Symbiodinium36980	K00600
Symbiodinium9606	K04955
Symbiodinium9140	K12492
Symbiodinium54965	K10394
Symbiodinium40905	K14684
Symbiodinium27746	K03686
Symbiodinium37923	K14440
Symbiodinium21919	K03327
Symbiodinium45889	K06694
Symbiodinium27108	K14379
Symbiodinium31435	K17094
Symbiodinium29053	K00077
Symbiodinium41767	K18912
Symbiodinium52693	K11165
Symbiodinium55999	K01738
Symbiodinium38630	K14938
Symbiodinium31671	K16465
Symbiodinium41394	K11434
Symbiodinium7423	K14808
Symbiodinium60193	K17710
Symbiodinium44349	K10587
Symbiodinium33955	K21989
Symbiodinium16703	K23379
Symbiodinium27332	K02915
Symbiodinium43699	K08738
Symbiodinium37798	K07748
Symbiodinium27617	K02114
Symbiodinium45055	K09592
Symbiodinium39614	K15986
Symbiodinium37511	K22544
Symbiodinium56975	K15446
Symbiodinium41991	K17630
Symbiodinium16082	K10380
Symbiodinium33054	K03183
Symbiodinium42783	K15078
Symbiodinium43655	K07376
Symbiodinium48552	K13210
Symbiodinium33838	K10380
Symbiodinium16017	K20162
Symbiodinium36694	K01358
Symbiodinium45682	K01297
Symbiodinium33524	K00476
Symbiodinium58462	K09492
Symbiodinium38275	K14501
Symbiodinium22059	K12460
Symbiodinium30593	K01867
Symbiodinium36023	K12614
Symbiodinium28795	K02886
Symbiodinium23444	K06496
Symbiodinium25494	K24512
Symbiodinium42273	K00344
Symbiodinium31401	K14947
Symbiodinium27066	K07407
Symbiodinium9480	K05849
Symbiodinium42557	K01076
Symbiodinium31201	K03321
Symbiodinium15900	K00432
Symbiodinium53463	K20175
Symbiodinium51027	K01262
Symbiodinium24731	K14407
Symbiodinium24314	K10380
Symbiodinium8483	K22763
Symbiodinium36936	K01201
Symbiodinium29561	K02206
Symbiodinium59347	K22614
Symbiodinium27780	K20093
Symbiodinium30200	K12859
Symbiodinium11300	K13525
Symbiodinium51995	K00557
Symbiodinium40801	K25745
Symbiodinium19404	K19041
Symbiodinium18405	K04604
Symbiodinium8201	K09667
Symbiodinium21473	K10380
Symbiodinium17284	K25138
Symbiodinium27937	K17081
Symbiodinium39811	K04885
Symbiodinium12032	K00131
Symbiodinium41463	K14855
Symbiodinium29404	K12442
Symbiodinium18727	K10380
Symbiodinium53118	K08288
Symbiodinium23782	K01623
Symbiodinium44173	K19023
Symbiodinium31912	K03037
Symbiodinium26760	K10573
Symbiodinium748	K21848
Symbiodinium49143	K09522
Symbiodinium18888	K05349
Symbiodinium32559	K04856
Symbiodinium38219	K05349
Symbiodinium35930	K08960
Symbiodinium21098	K10421
Symbiodinium3582	K03900
Symbiodinium18768	K24611
Symbiodinium31969	K10421
Symbiodinium37131	K07552
Symbiodinium51065	K18932
Symbiodinium31665	K14379
Symbiodinium39097	K09578
Symbiodinium18224	K14079
Symbiodinium30455	K13107
Symbiodinium42642	K02950
Symbiodinium56407	K25656
Symbiodinium35362	K13116
Symbiodinium42644	K13758
Symbiodinium39886	K05849
Symbiodinium9239	K00249
Symbiodinium51308	K15116
Symbiodinium23966	K12620
Symbiodinium48540	K03978
Symbiodinium51944	K23555
Symbiodinium13574	K01148
Symbiodinium8144	K26163
Symbiodinium29032	K02684
Symbiodinium28633	K08790
Symbiodinium26424	K07376
Symbiodinium6078	K03929
Symbiodinium8453	K03327
Symbiodinium15262	K00434
Symbiodinium45177	K04910
Symbiodinium20663	K06877
Symbiodinium39233	K03424
Symbiodinium53033	K01488
Symbiodinium11274	K14209
Symbiodinium39546	K09560
Symbiodinium27074	K08797
Symbiodinium51374	K08292
Symbiodinium16490	K03686
Symbiodinium49795	K09919
Symbiodinium5985	K00799
Symbiodinium55214	K06180
Symbiodinium12382	K00134
Symbiodinium7457	K05841
Symbiodinium21861	K00833
Symbiodinium9027	K01872
Symbiodinium31660	K03798
Symbiodinium26566	K01623
Symbiodinium46124	K22763
Symbiodinium29544	K12896
Symbiodinium44257	K14566
Symbiodinium39754	K19600
Symbiodinium37176	K13179
Symbiodinium785	K13703
Symbiodinium18383	K13126
Symbiodinium5897	K06176
Symbiodinium32440	K06636
Symbiodinium36247	K16600
Symbiodinium9251	K13108
Symbiodinium25668	K12460
Symbiodinium5547	K15336
Symbiodinium33719	K03327
Symbiodinium20734	K06173
Symbiodinium39596	K12179
Symbiodinium23601	K16726
Symbiodinium23850	K08844
Symbiodinium45491	K09580
Symbiodinium4863	K21064
Symbiodinium30112	K00787
Symbiodinium46260	K04955
Symbiodinium31408	K12619
Symbiodinium46687	K18710
Symbiodinium37047	K10393
Symbiodinium36965	K15920
Symbiodinium58843	K14216
Symbiodinium14160	K06184
Symbiodinium32678	K03686
Symbiodinium53558	K02112
Symbiodinium37988	K11991
Symbiodinium10677	K00726
Symbiodinium72387	K02261
Symbiodinium9863	K08869
Symbiodinium9786	K03699
Symbiodinium38933	K00655
Symbiodinium47141	K04841
Symbiodinium30321	K24936
Symbiodinium49439	K13197
Symbiodinium10970	K08857
Symbiodinium521	K21440
Symbiodinium37531	K19636
Symbiodinium33492	K12373
Symbiodinium24882	K10380
Symbiodinium39927	K22381
Symbiodinium12899	K17341
Symbiodinium53302	K12132
Symbiodinium53684	K17821
Symbiodinium29583	K00088
Symbiodinium55623	K15429
Symbiodinium12191	K00020
Symbiodinium33154	K22133
Symbiodinium6439	K12603
Symbiodinium30239	K10756
Symbiodinium49664	K06694
Symbiodinium31810	K00750
Symbiodinium53148	K17623
Symbiodinium33217	K03036
Symbiodinium15606	K02641
Symbiodinium33817	K20603
Symbiodinium13758	K12375
Symbiodinium40011	K25656
Symbiodinium49253	K05460
Symbiodinium7272	K17821
Symbiodinium13673	K05863
Symbiodinium23957	K25168
Symbiodinium39863	K14397
Symbiodinium27290	K01006
Symbiodinium29122	K14994
Symbiodinium59446	K23424
Symbiodinium22669	K22684
Symbiodinium23865	K10260
Symbiodinium48069	K18577
Symbiodinium31982	K24687
Symbiodinium6410	K10277
Symbiodinium28727	K02952
Symbiodinium32512	K19671
Symbiodinium44876	K14297
Symbiodinium16944	K02183
Symbiodinium16286	K25517
Symbiodinium57235	K04711
Symbiodinium53211	K03844
Symbiodinium55293	K18826
Symbiodinium57344	K03932
Symbiodinium18666	K06276
Symbiodinium57657	K05812
Symbiodinium39882	K13984
Symbiodinium47733	K21993
Symbiodinium7340	K01534
Symbiodinium9294	K08797
Symbiodinium12579	K19828
Symbiodinium43046	K13238
Symbiodinium54835	K17710
Symbiodinium61006	K02936
Symbiodinium23359	K16066
Symbiodinium23190	K02366
Symbiodinium28047	K01183
Symbiodinium46249	K01897
Symbiodinium22877	K00545
Symbiodinium48075	K04885
Symbiodinium52295	K00604
Symbiodinium37700	K01180
Symbiodinium25596	K16465
Symbiodinium55640	K10380
Symbiodinium28080	K05601
Symbiodinium5108	K01142
Symbiodinium29796	K14338
Symbiodinium9642	K15085
Symbiodinium38834	K16602
Symbiodinium26294	K17730
Symbiodinium43716	K04771
Symbiodinium33381	K14430
Symbiodinium43669	K16675
Symbiodinium41975	K20360
Symbiodinium41622	K13184
Symbiodinium23940	K10595
Symbiodinium42182	K00871
Symbiodinium27169	K13861
Symbiodinium7927	K10956
Symbiodinium52220	K15501
Symbiodinium50211	K26544
Symbiodinium27080	K00147
Symbiodinium7939	K18749
Symbiodinium39672	K03358
Symbiodinium21490	K10380
Symbiodinium20161	K05010
Symbiodinium24876	K08869
Symbiodinium20128	K21993
Symbiodinium15510	K10380
Symbiodinium24127	K06180
Symbiodinium53046	K00750
Symbiodinium38326	K10661
Symbiodinium32560	K15371
Symbiodinium25907	K12585
Symbiodinium21538	K02927
Symbiodinium28228	K24846
Symbiodinium28984	K06002
Symbiodinium34430	K03107
Symbiodinium6256	K11654
Symbiodinium5806	K01298
Symbiodinium57007	K09506
Symbiodinium28859	K03248
Symbiodinium52609	K16794
Symbiodinium45488	K15278
Symbiodinium48608	K17506
Symbiodinium50099	K07755
Symbiodinium17561	K00002
Symbiodinium17127	K08292
Symbiodinium9662	K22614
Symbiodinium7281	K21440
Symbiodinium41207	K09512
Symbiodinium49956	K04955
Symbiodinium40153	K20867
Symbiodinium43339	K01076
Symbiodinium13487	K24175
Symbiodinium23731	K14165
Symbiodinium26864	K14803
Symbiodinium5704	K01210
Symbiodinium16766	K12443
Symbiodinium19030	K02261
Symbiodinium9262	K02111
Symbiodinium20959	K14521
Symbiodinium29802	K01379
Symbiodinium20635	K01652
Symbiodinium44868	K08489
Symbiodinium5125	K16465
Symbiodinium28385	K02155
Symbiodinium6876	K16462
Symbiodinium42876	K20028
Symbiodinium38876	K04461
Symbiodinium32490	K19760
Symbiodinium26065	K24175
Symbiodinium25186	K02885
Symbiodinium61167	K20352
Symbiodinium38523	K15100
Symbiodinium5412	K01802
Symbiodinium54961	K11434
Symbiodinium7820	K20093
Symbiodinium56505	K03979
Symbiodinium17101	K01265
Symbiodinium6934	K01061
Symbiodinium14438	K06642
Symbiodinium21942	K04373
Symbiodinium33895	K04382
Symbiodinium30921	K12867
Symbiodinium32955	K08906
Symbiodinium36796	K22940
Symbiodinium43541	K23741
Symbiodinium25116	K10392
Symbiodinium58189	K04648
Symbiodinium55557	K20279
Symbiodinium74620	K02355
Symbiodinium47118	K05012
Symbiodinium51660	K07560
Symbiodinium18293	K12442
Symbiodinium25114	K18789
Symbiodinium37629	K01886
Symbiodinium50207	K06947
Symbiodinium39441	K10578
Symbiodinium46463	K03686
Symbiodinium11953	K10380
Symbiodinium42620	K09517
Symbiodinium51202	K21440
Symbiodinium5713	K00941
Symbiodinium35165	K04371
Symbiodinium29938	K08798
Symbiodinium28374	K00850
Symbiodinium37658	K24485
Symbiodinium41299	K00326
Symbiodinium43083	K01054
Symbiodinium24337	K20032
Symbiodinium45082	K11824
Symbiodinium56415	K11804
Symbiodinium57117	K06694
Symbiodinium13035	K05592
Symbiodinium31816	K04345
Symbiodinium27843	K03687
Symbiodinium13393	K20876
Symbiodinium25524	K05681
Symbiodinium10656	K25166
Symbiodinium30271	K22470
Symbiodinium31584	K23628
Symbiodinium36932	K22368
Symbiodinium26279	K24683
Symbiodinium45075	K17458
Symbiodinium23659	K03439
Symbiodinium28937	K22684
Symbiodinium58377	K10799
Symbiodinium45377	K01201
Symbiodinium13889	K12888
Symbiodinium31279	K04955
Symbiodinium47468	K01785
Symbiodinium38490	K01316
Symbiodinium37760	K08857
Symbiodinium33609	K09667
Symbiodinium54866	K13348
Symbiodinium15861	K04955
Symbiodinium44185	K24175
Symbiodinium8534	K05658
Symbiodinium30048	K08292
Symbiodinium35522	K23490
Symbiodinium53543	K20242
Symbiodinium33795	K00088
Symbiodinium25977	K00710
Symbiodinium30225	K03246
Symbiodinium17155	K20899
Symbiodinium42131	K17619
Symbiodinium49606	K14765
Symbiodinium45678	K19269
Symbiodinium44189	K20028
Symbiodinium9369	K04840
Symbiodinium29723	K07976
Symbiodinium23207	K13292
Symbiodinium42611	K00505
Symbiodinium41523	K23538
Symbiodinium506	K10380
Symbiodinium8447	K01395
Symbiodinium26973	K08906
Symbiodinium37845	K13341
Symbiodinium8553	K04371
Symbiodinium9685	K14165
Symbiodinium52468	K22366
Symbiodinium5808	K11438
Symbiodinium32594	K03249
Symbiodinium42307	K17964
Symbiodinium33907	K10799
Symbiodinium8404	K08869
Symbiodinium7437	K01408
Symbiodinium44516	K09469
Symbiodinium50177	K10582
Symbiodinium35634	K01054
Symbiodinium54405	K12898
Symbiodinium38318	K14963
Symbiodinium8895	K18561
Symbiodinium25240	K00143
Symbiodinium27490	K02209
Symbiodinium57097	K10615
Symbiodinium17669	K22864
Symbiodinium37716	K16726
Symbiodinium48834	K12132
Symbiodinium40615	K07942
Symbiodinium34947	K01188
Symbiodinium53091	K15283
Symbiodinium7287	K00503
Symbiodinium54324	K09554
Symbiodinium5107	K25656
Symbiodinium46479	K25166
Symbiodinium6077	K00472
Symbiodinium8353	K25377
Symbiodinium7379	K13412
Symbiodinium20883	K16726
Symbiodinium11203	K16271
Symbiodinium42721	K12410
Symbiodinium27407	K02960
Symbiodinium40831	K00933
Symbiodinium6945	K14165
Symbiodinium59415	K10380
Symbiodinium28967	K12460
Symbiodinium23512	K22935
Symbiodinium39611	K22372
Symbiodinium22463	K14293
Symbiodinium56643	K12460
Symbiodinium29829	K23882
Symbiodinium9470	K13071
Symbiodinium44104	K03686
Symbiodinium27863	K12829
Symbiodinium27941	K03260
Symbiodinium28721	K09958
Symbiodinium24106	K10380
Symbiodinium5205	K12835
Symbiodinium29444	K02327
Symbiodinium42576	K08798
Symbiodinium44210	K10300
Symbiodinium18190	K13984
Symbiodinium54894	K08582
Symbiodinium41791	K26076
Symbiodinium33934	K04344
Symbiodinium18548	K00434
Symbiodinium11231	K12573
Symbiodinium52226	K23966
Symbiodinium28137	K02901
Symbiodinium27342	K02942
Symbiodinium30747	K06639
Symbiodinium5850	K02945
Symbiodinium28249	K17500
Symbiodinium26844	K03320
Symbiodinium11880	K00856
Symbiodinium57577	K20028
Symbiodinium7574	K24763
Symbiodinium33822	K17535
Symbiodinium9677	K10380
Symbiodinium42328	K24427
Symbiodinium40999	K05309
Symbiodinium8490	K00812
Symbiodinium17030	K23330
Symbiodinium41098	K13412
Symbiodinium8679	K11661
Symbiodinium40273	K17278
Symbiodinium12118	K14830
Symbiodinium16126	K16608
Symbiodinium41660	K02183
Symbiodinium32164	K26405
Symbiodinium26402	K07937
Symbiodinium36992	K17710
Symbiodinium31417	K04739
Symbiodinium23680	K02493
Symbiodinium20399	K03424
Symbiodinium27984	K17943
Symbiodinium24285	K13412
Symbiodinium36859	K12598
Symbiodinium44797	K04907
Symbiodinium40048	K08794
Symbiodinium15944	K01092
Symbiodinium32177	K08794
Symbiodinium7749	K06630
Symbiodinium44030	K00898
Symbiodinium52956	K04554
Symbiodinium27876	K04079
Symbiodinium45588	K09680
Symbiodinium43700	K04905
Symbiodinium54609	K10823
Symbiodinium44615	K10614
Symbiodinium28778	K10380
Symbiodinium38529	K01177
Symbiodinium32221	K10590
Symbiodinium39056	K16569
Symbiodinium49281	K02035
Symbiodinium49769	K11839
Symbiodinium32024	K18498
Symbiodinium37574	K25897
Symbiodinium26508	K05291
Symbiodinium58322	K26544
Symbiodinium26499	K24838
Symbiodinium50018	K11806
Symbiodinium20743	K17584
Symbiodinium20751	K12035
Symbiodinium43409	K04905
Symbiodinium27103	K15655
Symbiodinium35834	K04798
Symbiodinium50367	K20279
Symbiodinium40463	K11000
Symbiodinium24440	K09584
Symbiodinium23415	K22913
Symbiodinium10029	K17943
Symbiodinium38645	K16911
Symbiodinium45140	K01137
Symbiodinium34469	K04345
Symbiodinium14527	K12373
Symbiodinium59186	K06180
Symbiodinium46270	K10277
Symbiodinium41381	K04950
Symbiodinium20152	K13412
Symbiodinium56347	K06999
Symbiodinium37750	K01285
Symbiodinium54989	K01377
Symbiodinium47727	K03635
Symbiodinium19034	K10380
Symbiodinium11385	K26413
Symbiodinium61385	K13148
Symbiodinium12171	K16292
Symbiodinium44529	K20028
Symbiodinium23315	K03457
Symbiodinium31885	K03686
Symbiodinium20965	K03321
Symbiodinium10698	K09680
Symbiodinium19555	K02993
Symbiodinium50199	K05021
Symbiodinium58102	K10380
Symbiodinium32717	K19002
Symbiodinium53056	K16726
Symbiodinium41419	K10587
Symbiodinium27781	K02356
Symbiodinium26932	K10408
Symbiodinium39526	K17499
Symbiodinium45091	K23257
Symbiodinium46133	K15356
Symbiodinium37282	K24729
Symbiodinium44713	K06269
Symbiodinium54075	K07552
Symbiodinium48551	K10380
Symbiodinium29765	K01835
Symbiodinium30580	K02151
Symbiodinium38703	K03762
Symbiodinium50433	K10357
Symbiodinium45863	K11438
Symbiodinium8270	K05658
Symbiodinium9798	K22762
Symbiodinium46424	K01265
Symbiodinium33451	K07877
Symbiodinium43160	K16746
Symbiodinium32793	K03031
Symbiodinium50039	K03500
Symbiodinium22421	K20551
Symbiodinium56590	K11968
Symbiodinium28226	K10380
Symbiodinium9624	K24353
Symbiodinium42079	K20292
Symbiodinium6796	K01148
Symbiodinium2606	K17710
Symbiodinium62690	K01135
Symbiodinium28971	K15047
Symbiodinium29856	K24728
Symbiodinium30865	K19684
Symbiodinium10902	K05307
Symbiodinium46620	K12343
Symbiodinium11997	K25192
Symbiodinium27413	K00031
Symbiodinium31837	K24133
Symbiodinium39293	K00729
Symbiodinium33307	K03164
Symbiodinium37082	K19041
Symbiodinium27698	K00121
Symbiodinium27261	K03320
Symbiodinium39355	K08802
Symbiodinium6341	K00432
Symbiodinium54231	K10380
Symbiodinium56136	K12798
Symbiodinium12848	K13761
Symbiodinium16539	K16726
Symbiodinium57457	K16726
Symbiodinium59816	K10799
Symbiodinium38753	K26456
Symbiodinium33616	K21440
Symbiodinium51294	K00476
Symbiodinium53816	K15032
Symbiodinium53662	K23909
Symbiodinium31911	K06130
Symbiodinium43509	K04460
Symbiodinium54371	K12132
Symbiodinium36826	K15102
Symbiodinium43421	K15261
Symbiodinium13599	K10380
Symbiodinium45804	K14456
Symbiodinium49060	K00863
Symbiodinium31499	K01379
Symbiodinium10798	K15706
Symbiodinium10216	K15045
Symbiodinium49302	K22809
Symbiodinium11167	K16900
Symbiodinium56876	K08163
Symbiodinium54941	K22721
Symbiodinium29601	K16540
Symbiodinium18349	K04739
Symbiodinium56627	K19760
Symbiodinium42840	K14966
Symbiodinium28052	K00645
Symbiodinium54602	K03510
Symbiodinium53281	K12381
Symbiodinium60563	K01414
Symbiodinium16602	K17943
Symbiodinium39618	K07238
Symbiodinium40178	K04739
Symbiodinium10145	K01923
Symbiodinium13562	K14780
Symbiodinium41113	K05657
Symbiodinium41485	K15687
Symbiodinium5215	K10843
Symbiodinium33266	K24728
Symbiodinium53573	K11494
Symbiodinium26814	K02040
Symbiodinium11798	K22378
Symbiodinium10757	K10417
Symbiodinium41500	K07889
Symbiodinium45051	K15433
Symbiodinium49787	K08802
Symbiodinium13955	K13800
Symbiodinium51403	K06911
Symbiodinium34245	K01230
Symbiodinium33675	K00488
Symbiodinium60523	K11418
Symbiodinium16884	K00545
Symbiodinium33471	K09458
Symbiodinium17057	K06942
Symbiodinium8785	K00706
Symbiodinium50410	K01376
Symbiodinium14570	K06180
Symbiodinium42954	K03593
Symbiodinium60623	K04043
Symbiodinium46414	K19882
Symbiodinium18319	K03294
Symbiodinium26167	K08369
Symbiodinium12965	K14379
Symbiodinium53881	K23628
Symbiodinium29940	K02945
Symbiodinium19921	K08582
Symbiodinium56624	K13121
Symbiodinium8185	K07305
Symbiodinium7666	K06158
Symbiodinium55994	K16726
Symbiodinium56498	K00078
Symbiodinium42348	K01738
Symbiodinium23033	K00011
Symbiodinium58074	K10380
Symbiodinium43143	K10407
Symbiodinium43774	K05542
Symbiodinium22477	K21435
Symbiodinium17481	K02201
Symbiodinium36051	K00387
Symbiodinium49971	K13347
Symbiodinium11447	K13291
Symbiodinium56125	K07126
Symbiodinium53808	K15341
Symbiodinium64043	K02885
Symbiodinium44543	K09517
Symbiodinium5720	K22855
Symbiodinium8289	K02433
Symbiodinium11922	K13412
Symbiodinium9556	K14548
Symbiodinium45485	K14808
Symbiodinium8172	K19009
Symbiodinium6687	K06221
Symbiodinium52984	K19626
Symbiodinium30547	K03768
Symbiodinium29375	K03253
Symbiodinium23946	K12460
Symbiodinium28007	K15283
Symbiodinium8937	K13024
Symbiodinium14490	K00002
Symbiodinium46932	K01265
Symbiodinium50931	K01620
Symbiodinium39329	K00799
Symbiodinium9629	K10380
Symbiodinium7061	K00002
Symbiodinium51004	K20404
Symbiodinium46798	K06515
Symbiodinium44568	K10380
Symbiodinium22748	K15503
Symbiodinium48037	K24195
Symbiodinium15022	K02927
Symbiodinium30751	K15276
Symbiodinium27222	K00134
Symbiodinium47569	K06148
Symbiodinium73807	K03040
Symbiodinium21499	K00322
Symbiodinium46195	K00382
Symbiodinium35059	K25461
Symbiodinium23278	K18055
Symbiodinium6050	K21440
Symbiodinium6595	K07299
Symbiodinium29357	K15029
Symbiodinium6166	K14016
Symbiodinium54084	K14676
Symbiodinium51497	K17803
Symbiodinium48345	K08582
Symbiodinium41734	K14724
Symbiodinium30105	K15111
Symbiodinium8529	K10380
